Ano,Grupo,Quadrilha,Etapa,Quesito,NotaQuesitoEtapa
2022,GRUPO ESPECIAL,SANFONA LASCADA,1ª ETAPA,FIGURINO,30.0
2022,GRUPO ESPECIAL,SABUGO DE MILHO,1ª ETAPA,FIGURINO,29.600000000000005
2022,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,FIGURINO,29.8
2022,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,FIGURINO,29.299999999999997
2022,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,FIGURINO,29.6
2022,GRUPO ESPECIAL,PAIXÃO CANGAÇO,1ª ETAPA,FIGURINO,29.599999999999998
2022,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,FIGURINO,29.7
2022,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,FIGURINO,29.699999999999996
2022,GRUPO ESPECIAL,XÉM NHEM NHÉM,1ª ETAPA,FIGURINO,29.800000000000004
2022,GRUPO ESPECIAL,PULA FOGUEIRA,1ª ETAPA,FIGURINO,29.200000000000003
2022,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,FIGURINO,28.5
2022,GRUPO ESPECIAL,XIQUE XIQUE,1ª ETAPA,FIGURINO,29.199999999999996
2022,GRUPO ESPECIAL,SI BOBIÁ A GENTE PIMBA,1ª ETAPA,CASAL DE NOIVOS,29.9
2022,GRUPO ESPECIAL,FORMIGA DA ROÇA,1ª ETAPA,CASAL DE NOIVOS,29.900000000000002
2022,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,CASAL DE NOIVOS,29.6
2022,GRUPO ESPECIAL,SABUGO DE MILHO,1ª ETAPA,CASAL DE NOIVOS,29.400000000000006
2022,GRUPO ESPECIAL,PAIXÃO CANGAÇO,1ª ETAPA,CASAL DE NOIVOS,29.699999999999996
2022,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,CASAL DE NOIVOS,29.6
2022,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,CASAL DE NOIVOS,29.2
2022,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,CASAL DE NOIVOS,29.200000000000003
2022,GRUPO ESPECIAL,SANFONA LASCADA,1ª ETAPA,CASAL DE NOIVOS,28.799999999999997
2022,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,CASAL DE NOIVOS,28.499999999999993
2022,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,CASAL DE NOIVOS,28.300000000000004
2022,GRUPO ESPECIAL,XÉM NHEM NHÉM,1ª ETAPA,CASAL DE NOIVOS,28.900000000000006
2022,GRUPO ESPECIAL,PULA FOGUEIRA,1ª ETAPA,CASAL DE NOIVOS,28.6
2022,GRUPO ESPECIAL,XIQUE XIQUE,1ª ETAPA,CASAL DE NOIVOS,29.399999999999995
2022,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,TRILHA,30.0
2022,GRUPO ESPECIAL,SANFONA LASCADA,1ª ETAPA,TRILHA,29.999999999999996
2022,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,TRILHA,29.799999999999997
2022,GRUPO ESPECIAL,PAIXÃO CANGAÇO,1ª ETAPA,TRILHA,29.9
2022,GRUPO ESPECIAL,SABUGO DE MILHO,1ª ETAPA,TRILHA,30.0
2022,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,TRILHA,29.800000000000004
2022,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,TRILHA,29.900000000000002
2022,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,TRILHA,29.4
2022,GRUPO ESPECIAL,XÉM NHEM NHÉM,1ª ETAPA,TRILHA,30.000000000000004
2022,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,TRILHA,29.900000000000002
2022,GRUPO ESPECIAL,PULA FOGUEIRA,1ª ETAPA,TRILHA,29.499999999999996
2022,GRUPO ESPECIAL,XIQUE XIQUE,1ª ETAPA,TRILHA,29.7
2023,GRUPO ESPECIAL,FORMIGA DA ROÇA,1ª ETAPA,COREOGRAFIA,29.8
2023,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,COREOGRAFIA,29.099999999999994
2023,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,COREOGRAFIA,29.000000000000004
2023,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,COREOGRAFIA,29.4
2023,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,COREOGRAFIA,29.099999999999994
2023,GRUPO ESPECIAL,SANFONA LASCADA,1ª ETAPA,COREOGRAFIA,28.999999999999996
2023,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,COREOGRAFIA,28.4
2023,GRUPO ESPECIAL,EITA BAGACEIRA,1ª ETAPA,COREOGRAFIA,28.800000000000004
2023,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,COREOGRAFIA,28.900000000000002
2023,GRUPO ESPECIAL,XÉM NHEM NHÉM,1ª ETAPA,COREOGRAFIA,29.1
2023,GRUPO ESPECIAL,COISAS DA ROÇA,1ª ETAPA,COREOGRAFIA,28.6
2023,GRUPO ESPECIAL,PINGA EM MIM,1ª ETAPA,COREOGRAFIA,28.599999999999998
2023,GRUPO ESPECIAL,OS CABOCLOS DO SERTÃO,1ª ETAPA,COREOGRAFIA,28.199999999999996
2023,GRUPO ESPECIAL,MATINGUEIROS DO SERTÃO,1ª ETAPA,COREOGRAFIA,28.5
2023,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,MARCAÇÃO,30.0
2023,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,MARCAÇÃO,29.7
2023,GRUPO ESPECIAL,FORMIGA DA ROÇA,1ª ETAPA,MARCAÇÃO,29.599999999999998
2023,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,MARCAÇÃO,29.200000000000006
2023,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,MARCAÇÃO,29.400000000000002
2023,GRUPO ESPECIAL,COISAS DA ROÇA,1ª ETAPA,MARCAÇÃO,29.300000000000004
2023,GRUPO ESPECIAL,MATINGUEIROS DO SERTÃO,1ª ETAPA,MARCAÇÃO,29.499999999999993
2023,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,MARCAÇÃO,29.000000000000007
2023,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,MARCAÇÃO,29.500000000000007
2023,GRUPO ESPECIAL,EITA BAGACEIRA,1ª ETAPA,MARCAÇÃO,29.299999999999997
2023,GRUPO ESPECIAL,OS CABOCLOS DO SERTÃO,1ª ETAPA,MARCAÇÃO,29.6
2023,GRUPO ESPECIAL,XÉM NHEM NHÉM,1ª ETAPA,MARCAÇÃO,29.400000000000006
2023,GRUPO ESPECIAL,CHINELO DE COURO,1ª ETAPA,MARCAÇÃO,28.900000000000006
2023,GRUPO ESPECIAL,FORMIGA DA ROÇA,1ª ETAPA,ANIMAÇÃO,30.0
2023,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,ANIMAÇÃO,30.0
2023,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,ANIMAÇÃO,29.799999999999994
2023,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,ANIMAÇÃO,29.900000000000002
2023,GRUPO ESPECIAL,SANFONA LASCADA,1ª ETAPA,ANIMAÇÃO,30.0
2023,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,ANIMAÇÃO,29.500000000000004
2023,GRUPO ESPECIAL,COISAS DA ROÇA,1ª ETAPA,ANIMAÇÃO,29.199999999999996
2023,GRUPO ESPECIAL,CHINELO DE COURO,1ª ETAPA,ANIMAÇÃO,29.199999999999996
2023,GRUPO ESPECIAL,OS CABOCLOS DO SERTÃO,1ª ETAPA,ANIMAÇÃO,28.800000000000004
2023,GRUPO ESPECIAL,MATINGUEIROS DO SERTÃO,1ª ETAPA,ANIMAÇÃO,28.799999999999994
2023,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,FIGURINO,30.0
2023,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,FIGURINO,29.9
2023,GRUPO ESPECIAL,SANFONA LASCADA,1ª ETAPA,FIGURINO,29.900000000000002
2023,GRUPO ESPECIAL,PINGA EM MIM,1ª ETAPA,FIGURINO,29.900000000000002
2023,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,FIGURINO,29.799999999999997
2023,GRUPO ESPECIAL,XÉM NHEM NHÉM,1ª ETAPA,FIGURINO,29.900000000000002
2023,GRUPO ESPECIAL,COISAS DA ROÇA,1ª ETAPA,FIGURINO,29.299999999999997
2023,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,CASAL DE NOIVOS,30.0
2023,GRUPO ESPECIAL,FORMIGA DA ROÇA,1ª ETAPA,CASAL DE NOIVOS,30.0
2023,GRUPO ESPECIAL,EITA BAGACEIRA,1ª ETAPA,CASAL DE NOIVOS,29.999999999999996
2023,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,CASAL DE NOIVOS,30.0
2023,GRUPO ESPECIAL,XÉM NHEM NHÉM,1ª ETAPA,CASAL DE NOIVOS,29.900000000000002
2023,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,CASAL DE NOIVOS,29.600000000000005
2023,GRUPO ESPECIAL,SANFONA LASCADA,1ª ETAPA,CASAL DE NOIVOS,30.0
2023,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,CASAL DE NOIVOS,30.0
2023,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,CASAL DE NOIVOS,29.8
2023,GRUPO ESPECIAL,COISAS DA ROÇA,1ª ETAPA,CASAL DE NOIVOS,29.299999999999997
2023,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,CASAL DE NOIVOS,29.700000000000003
2023,GRUPO ESPECIAL,OS CABOCLOS DO SERTÃO,1ª ETAPA,CASAL DE NOIVOS,28.900000000000006
2023,GRUPO ESPECIAL,PINGA EM MIM,1ª ETAPA,CASAL DE NOIVOS,29.4
2023,GRUPO ESPECIAL,MATINGUEIROS DO SERTÃO,1ª ETAPA,CASAL DE NOIVOS,29.0
2023,GRUPO ESPECIAL,CHINELO DE COURO,1ª ETAPA,CASAL DE NOIVOS,28.9
2023,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,TRILHA,30.0
2023,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,TRILHA,29.900000000000002
2023,GRUPO ESPECIAL,EITA BAGACEIRA,1ª ETAPA,TRILHA,29.8
2023,GRUPO ESPECIAL,OS CABOCLOS DO SERTÃO,1ª ETAPA,TRILHA,29.9
2023,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,TRILHA,29.600000000000005
2023,GRUPO ESPECIAL,PINGA EM MIM,1ª ETAPA,TRILHA,29.500000000000004
2024,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,COREOGRAFIA,29.8
2024,GRUPO ESPECIAL,FORMIGA DA ROÇA,1ª ETAPA,COREOGRAFIA,29.799999999999997
2024,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,COREOGRAFIA,29.499999999999996
2024,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,COREOGRAFIA,29.500000000000007
2024,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,COREOGRAFIA,29.299999999999997
2024,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,COREOGRAFIA,29.6
2024,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,COREOGRAFIA,29.099999999999994
2024,GRUPO ESPECIAL,CAIPIRADA,1ª ETAPA,COREOGRAFIA,29.299999999999997
2024,GRUPO ESPECIAL,MALA VÉIA,1ª ETAPA,COREOGRAFIA,29.599999999999994
2024,GRUPO ESPECIAL,EITA BAGACEIRA,1ª ETAPA,COREOGRAFIA,29.20000000000001
2024,GRUPO ESPECIAL,PINGA EM MIM,1ª ETAPA,COREOGRAFIA,29.500000000000004
2024,GRUPO ESPECIAL,FORNALHA,1ª ETAPA,COREOGRAFIA,29.0
2024,GRUPO ESPECIAL,COISAS DA ROÇA,1ª ETAPA,COREOGRAFIA,29.0
2024,GRUPO ESPECIAL,XÉM NHEM NHÉM,1ª ETAPA,COREOGRAFIA,28.899999999999995
2024,GRUPO ESPECIAL,XIQUE XIQUE,1ª ETAPA,COREOGRAFIA,28.8
2024,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,MARCAÇÃO,29.9
2024,GRUPO ESPECIAL,FORMIGA DA ROÇA,1ª ETAPA,MARCAÇÃO,30.0
2024,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,MARCAÇÃO,30.0
2024,GRUPO ESPECIAL,EITA BAGACEIRA,1ª ETAPA,MARCAÇÃO,29.699999999999996
2024,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,MARCAÇÃO,29.500000000000004
2024,GRUPO ESPECIAL,COISAS DA ROÇA,1ª ETAPA,MARCAÇÃO,29.499999999999993
2024,GRUPO ESPECIAL,CAIPIRADA,1ª ETAPA,MARCAÇÃO,29.500000000000004
2024,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,MARCAÇÃO,29.599999999999998
2024,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,MARCAÇÃO,29.1
2024,GRUPO ESPECIAL,FORNALHA,1ª ETAPA,MARCAÇÃO,29.299999999999997
2024,GRUPO ESPECIAL,MALA VÉIA,1ª ETAPA,MARCAÇÃO,29.6
2024,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,MARCAÇÃO,29.299999999999997
2024,GRUPO ESPECIAL,PINGA EM MIM,1ª ETAPA,MARCAÇÃO,29.500000000000007
2024,GRUPO ESPECIAL,XIQUE XIQUE,1ª ETAPA,MARCAÇÃO,28.999999999999993
2024,GRUPO ESPECIAL,XÉM NHEM NHÉM,1ª ETAPA,MARCAÇÃO,28.700000000000006
2024,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,ANIMAÇÃO,30.0
2024,GRUPO ESPECIAL,FORMIGA DA ROÇA,1ª ETAPA,ANIMAÇÃO,29.999999999999996
2024,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,ANIMAÇÃO,30.0
2024,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,ANIMAÇÃO,29.7
2024,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,ANIMAÇÃO,29.5
2024,GRUPO ESPECIAL,CAIPIRADA,1ª ETAPA,ANIMAÇÃO,29.499999999999993
2024,GRUPO ESPECIAL,PINGA EM MIM,1ª ETAPA,ANIMAÇÃO,29.599999999999998
2024,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,ANIMAÇÃO,29.299999999999997
2024,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,ANIMAÇÃO,28.999999999999993
2024,GRUPO ESPECIAL,MALA VÉIA,1ª ETAPA,ANIMAÇÃO,29.9
2024,GRUPO ESPECIAL,EITA BAGACEIRA,1ª ETAPA,ANIMAÇÃO,29.099999999999994
2024,GRUPO ESPECIAL,FORNALHA,1ª ETAPA,ANIMAÇÃO,29.099999999999998
2024,GRUPO ESPECIAL,COISAS DA ROÇA,1ª ETAPA,ANIMAÇÃO,29.1
2024,GRUPO ESPECIAL,XÉM NHEM NHÉM,1ª ETAPA,ANIMAÇÃO,29.199999999999996
2024,GRUPO ESPECIAL,XIQUE XIQUE,1ª ETAPA,ANIMAÇÃO,28.999999999999993
2024,GRUPO ESPECIAL,FORMIGA DA ROÇA,1ª ETAPA,FIGURINO,30.0
2024,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,FIGURINO,30.0
2024,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,FIGURINO,30.0
2024,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,FIGURINO,29.799999999999997
2024,GRUPO ESPECIAL,MALA VÉIA,1ª ETAPA,FIGURINO,29.7
2024,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,FIGURINO,29.7
2024,GRUPO ESPECIAL,PINGA EM MIM,1ª ETAPA,FIGURINO,29.9
2024,GRUPO ESPECIAL,COISAS DA ROÇA,1ª ETAPA,FIGURINO,29.700000000000006
2024,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,FIGURINO,29.499999999999996
2024,GRUPO ESPECIAL,EITA BAGACEIRA,1ª ETAPA,FIGURINO,29.899999999999995
2024,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,FIGURINO,29.299999999999997
2024,GRUPO ESPECIAL,CAIPIRADA,1ª ETAPA,FIGURINO,29.200000000000006
2024,GRUPO ESPECIAL,FORNALHA,1ª ETAPA,FIGURINO,29.799999999999994
2024,GRUPO ESPECIAL,XIQUE XIQUE,1ª ETAPA,FIGURINO,29.299999999999997
2024,GRUPO ESPECIAL,XÉM NHEM NHÉM,1ª ETAPA,FIGURINO,29.199999999999996
2024,GRUPO ESPECIAL,FORMIGA DA ROÇA,1ª ETAPA,CASAL DE NOIVOS,30.0
2024,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,CASAL DE NOIVOS,29.900000000000002
2024,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,CASAL DE NOIVOS,29.700000000000003
2024,GRUPO ESPECIAL,MALA VÉIA,1ª ETAPA,CASAL DE NOIVOS,30.0
2024,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,CASAL DE NOIVOS,29.599999999999998
2024,GRUPO ESPECIAL,EITA BAGACEIRA,1ª ETAPA,CASAL DE NOIVOS,29.5
2024,GRUPO ESPECIAL,COISAS DA ROÇA,1ª ETAPA,CASAL DE NOIVOS,29.299999999999997
2024,GRUPO ESPECIAL,CAIPIRADA,1ª ETAPA,CASAL DE NOIVOS,29.099999999999994
2024,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,CASAL DE NOIVOS,29.000000000000007
2024,GRUPO ESPECIAL,FORNALHA,1ª ETAPA,CASAL DE NOIVOS,29.3
2024,GRUPO ESPECIAL,PINGA EM MIM,1ª ETAPA,CASAL DE NOIVOS,29.8
2024,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,CASAL DE NOIVOS,29.4
2024,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,CASAL DE NOIVOS,29.700000000000006
2024,GRUPO ESPECIAL,XIQUE XIQUE,1ª ETAPA,CASAL DE NOIVOS,29.099999999999994
2024,GRUPO ESPECIAL,XÉM NHEM NHÉM,1ª ETAPA,CASAL DE NOIVOS,29.1
2024,GRUPO ESPECIAL,FORMIGA DA ROÇA,1ª ETAPA,TRILHA,30.0
2024,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,TRILHA,30.0
2024,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,TRILHA,30.0
2024,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,TRILHA,29.900000000000002
2024,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,TRILHA,29.8
2024,GRUPO ESPECIAL,MALA VÉIA,1ª ETAPA,TRILHA,29.8
2024,GRUPO ESPECIAL,PINGA EM MIM,1ª ETAPA,TRILHA,29.6
2024,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,TRILHA,29.8
2024,GRUPO ESPECIAL,EITA BAGACEIRA,1ª ETAPA,TRILHA,29.499999999999993
2024,GRUPO ESPECIAL,COISAS DA ROÇA,1ª ETAPA,TRILHA,29.200000000000003
2024,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,TRILHA,29.200000000000003
2024,GRUPO ESPECIAL,CAIPIRADA,1ª ETAPA,TRILHA,29.5
2024,GRUPO ESPECIAL,FORNALHA,1ª ETAPA,TRILHA,29.199999999999996
2024,GRUPO ESPECIAL,XIQUE XIQUE,1ª ETAPA,TRILHA,29.1
2024,GRUPO ESPECIAL,XÉM NHEM NHÉM,1ª ETAPA,TRILHA,28.9
2024,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,TEMÁTICA,29.999999999999996
2024,GRUPO ESPECIAL,FORMIGA DA ROÇA,1ª ETAPA,TEMÁTICA,30.0
2024,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,TEMÁTICA,30.0
2024,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,TEMÁTICA,29.600000000000005
2024,GRUPO ESPECIAL,MALA VÉIA,1ª ETAPA,TEMÁTICA,29.999999999999996
2024,GRUPO ESPECIAL,PINGA EM MIM,1ª ETAPA,TEMÁTICA,29.799999999999997
2024,GRUPO ESPECIAL,CAIPIRADA,1ª ETAPA,TEMÁTICA,29.5
2024,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,TEMÁTICA,29.299999999999997
2024,GRUPO ESPECIAL,EITA BAGACEIRA,1ª ETAPA,TEMÁTICA,29.399999999999995
2024,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,TEMÁTICA,29.300000000000004
2024,GRUPO ESPECIAL,COISAS DA ROÇA,1ª ETAPA,TEMÁTICA,29.299999999999997
2024,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,TEMÁTICA,29.3
2024,GRUPO ESPECIAL,XIQUE XIQUE,1ª ETAPA,TEMÁTICA,29.599999999999994
2024,GRUPO ESPECIAL,FORNALHA,1ª ETAPA,TEMÁTICA,28.899999999999995
2024,GRUPO ESPECIAL,XÉM NHEM NHÉM,1ª ETAPA,TEMÁTICA,29.000000000000004
2025,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,COREOGRAFIA,30.0
2025,GRUPO ESPECIAL,FORMIGA DA ROÇA,1ª ETAPA,COREOGRAFIA,29.900000000000002
2025,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,COREOGRAFIA,29.8
2025,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,COREOGRAFIA,29.599999999999998
2025,GRUPO ESPECIAL,VAI MAS NÃO VAI,1ª ETAPA,COREOGRAFIA,29.4
2025,GRUPO ESPECIAL,PINGA EM MIM,1ª ETAPA,COREOGRAFIA,29.399999999999995
2025,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,COREOGRAFIA,29.500000000000004
2025,GRUPO ESPECIAL,MALA VÉIA,1ª ETAPA,COREOGRAFIA,29.599999999999998
2025,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,COREOGRAFIA,29.6
2025,GRUPO ESPECIAL,CAIPIRADA,1ª ETAPA,COREOGRAFIA,29.5
2025,GRUPO ESPECIAL,EITA BAGACEIRA,1ª ETAPA,COREOGRAFIA,29.6
2025,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,COREOGRAFIA,29.599999999999998
2025,GRUPO ESPECIAL,TICO TICO NO FUBÁ,1ª ETAPA,COREOGRAFIA,29.200000000000003
2025,GRUPO ESPECIAL,COISAS DA ROÇA,1ª ETAPA,COREOGRAFIA,29.2
2025,GRUPO ESPECIAL,ESPALHA BRASA,1ª ETAPA,COREOGRAFIA,29.099999999999994
2025,GRUPO ESPECIAL,FORMIGA DA ROÇA,1ª ETAPA,MARCAÇÃO,30.0
2025,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,MARCAÇÃO,30.0
2025,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,MARCAÇÃO,29.900000000000002
2025,GRUPO ESPECIAL,PINGA EM MIM,1ª ETAPA,MARCAÇÃO,30.0
2025,GRUPO ESPECIAL,CAIPIRADA,1ª ETAPA,MARCAÇÃO,30.0
2025,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,MARCAÇÃO,30.0
2025,GRUPO ESPECIAL,VAI MAS NÃO VAI,1ª ETAPA,MARCAÇÃO,30.000000000000004
2025,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,MARCAÇÃO,30.0
2025,GRUPO ESPECIAL,MALA VÉIA,1ª ETAPA,MARCAÇÃO,29.9
2025,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,MARCAÇÃO,29.9
2025,GRUPO ESPECIAL,COISAS DA ROÇA,1ª ETAPA,MARCAÇÃO,29.4
2025,GRUPO ESPECIAL,EITA BAGACEIRA,1ª ETAPA,MARCAÇÃO,29.500000000000004
2025,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,MARCAÇÃO,29.400000000000002
2025,GRUPO ESPECIAL,ESPALHA BRASA,1ª ETAPA,MARCAÇÃO,29.399999999999995
2025,GRUPO ESPECIAL,TICO TICO NO FUBÁ,1ª ETAPA,MARCAÇÃO,29.200000000000003
2025,GRUPO ESPECIAL,FORMIGA DA ROÇA,1ª ETAPA,ANIMAÇÃO,30.0
2025,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,ANIMAÇÃO,30.0
2025,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,ANIMAÇÃO,30.0
2025,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,ANIMAÇÃO,29.799999999999997
2025,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,ANIMAÇÃO,29.8
2025,GRUPO ESPECIAL,MALA VÉIA,1ª ETAPA,ANIMAÇÃO,29.899999999999995
2025,GRUPO ESPECIAL,CAIPIRADA,1ª ETAPA,ANIMAÇÃO,29.8
2025,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,ANIMAÇÃO,29.999999999999996
2025,GRUPO ESPECIAL,VAI MAS NÃO VAI,1ª ETAPA,ANIMAÇÃO,30.000000000000004
2025,GRUPO ESPECIAL,PINGA EM MIM,1ª ETAPA,ANIMAÇÃO,29.9
2025,GRUPO ESPECIAL,EITA BAGACEIRA,1ª ETAPA,ANIMAÇÃO,29.8
2025,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,ANIMAÇÃO,29.8
2025,GRUPO ESPECIAL,COISAS DA ROÇA,1ª ETAPA,ANIMAÇÃO,29.5
2025,GRUPO ESPECIAL,ESPALHA BRASA,1ª ETAPA,ANIMAÇÃO,29.400000000000002
2025,GRUPO ESPECIAL,TICO TICO NO FUBÁ,1ª ETAPA,ANIMAÇÃO,29.3
2025,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,FIGURINO,30.0
2025,GRUPO ESPECIAL,PINGA EM MIM,1ª ETAPA,FIGURINO,30.0
2025,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,FIGURINO,30.0
2025,GRUPO ESPECIAL,EITA BAGACEIRA,1ª ETAPA,FIGURINO,29.900000000000002
2025,GRUPO ESPECIAL,FORMIGA DA ROÇA,1ª ETAPA,FIGURINO,30.0
2025,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,FIGURINO,29.900000000000002
2025,GRUPO ESPECIAL,VAI MAS NÃO VAI,1ª ETAPA,FIGURINO,29.900000000000002
2025,GRUPO ESPECIAL,CAIPIRADA,1ª ETAPA,FIGURINO,30.000000000000004
2025,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,FIGURINO,29.900000000000002
2025,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,FIGURINO,30.0
2025,GRUPO ESPECIAL,MALA VÉIA,1ª ETAPA,FIGURINO,30.0
2025,GRUPO ESPECIAL,ESPALHA BRASA,1ª ETAPA,FIGURINO,29.599999999999998
2025,GRUPO ESPECIAL,COISAS DA ROÇA,1ª ETAPA,FIGURINO,29.900000000000002
